record_id,state,district,city,market_zone,property_type,furnishing,area_sqft,bedrooms,bathrooms,age_years,floor,benchmark_price_per_sqft,estimated_price_per_sqft,estimated_price,reference_date,source,source_type,source_url,is_synthetic,notes
283,Maharashtra,Sangli,Sangli,Main Residential,Apartment,Fully Furnished,1350,3,3,2,18,4567,5458.41,7370000,2026-09-14,Housing.com Maharashtra property-rate benchmark,published_market_benchmark,https://housing.com/price-trends/property-rates-for-buy-in-maharashtra_india-P3mm15uxln8blpmn0,TRUE,Bootstrap/model-development record; not a raw registered transaction.
284,Maharashtra,Sangli,Sangli,Main Residential,Apartment,Fully Furnished,1800,4,4,5,9,4567,5354.26,9640000,2026-09-14,Housing.com Maharashtra property-rate benchmark,published_market_benchmark,https://housing.com/price-trends/property-rates-for-buy-in-maharashtra_india-P3mm15uxln8blpmn0,TRUE,Bootstrap/model-development record; not a raw registered transaction.
285,Maharashtra,Sangli,Sangli,Main Residential,Independent House,Semi-Furnished,1100,2,2,3,2,4567,4618.7,5080000,2026-09-14,Housing.com Maharashtra property-rate benchmark,published_market_benchmark,https://housing.com/price-trends/property-rates-for-buy-in-maharashtra_india-P3mm15uxln8blpmn0,TRUE,Bootstrap/model-development record; not a raw registered transaction.
286,Maharashtra,Sangli,Sangli,Main Residential,Independent House,Fully Furnished,1650,3,3,5,3,4567,4838.0,7980000,2026-09-14,Housing.com Maharashtra property-rate benchmark,published_market_benchmark,https://housing.com/price-trends/property-rates-for-buy-in-maharashtra_india-P3mm15uxln8blpmn0,TRUE,Bootstrap/model-development record; not a raw registered transaction.
287,Maharashtra,Sangli,Sangli,Main Residential,Independent House,Fully Furnished,2300,4,4,15,4,4567,4725.05,10870000,2026-09-14,Housing.com Maharashtra property-rate benchmark,published_market_benchmark,https://housing.com/price-trends/property-rates-for-buy-in-maharashtra_india-P3mm15uxln8blpmn0,TRUE,Bootstrap/model-development record; not a raw registered transaction.
288,Maharashtra,Sangli,Sangli,Main Residential,Villa,Semi-Furnished,2200,3,3,5,3,4567,5634.33,12400000,2026-09-14,Housing.com Maharashtra property-rate benchmark,published_market_benchmark,https://housing.com/price-trends/property-rates-for-buy-in-maharashtra_india-P3mm15uxln8blpmn0,TRUE,Bootstrap/model-development record; not a raw registered transaction.
289,Maharashtra,Sangli,Sangli,Main Residential,Villa,Fully Furnished,3000,4,4,10,3,4567,5598.54,16800000,2026-09-14,Housing.com Maharashtra property-rate benchmark,published_market_benchmark,https://housing.com/price-trends/property-rates-for-buy-in-maharashtra_india-P3mm15uxln8blpmn0,TRUE,Bootstrap/model-development record; not a raw registered transaction.
290,Maharashtra,Sangli,Sangli,Main Residential,Villa,Fully Furnished,4200,5,5,1,4,4567,7327.19,30770000,2026-09-14,Housing.com Maharashtra property-rate benchmark,published_market_benchmark,https://housing.com/price-trends/property-rates-for-buy-in-maharashtra_india-P3mm15uxln8blpmn0,TRUE,Bootstrap/model-development record; not a raw registered transaction.
291,Maharashtra,Sangli,Sangli,Growth / Peripheral,Apartment,Unfurnished,550,1,1,7,3,4567,3445.77,1900000,2026-09-14,Housing.com Maharashtra property-rate benchmark,published_market_benchmark,https://housing.com/price-trends/property-rates-for-buy-in-maharashtra_india-P3mm15uxln8blpmn0,TRUE,Bootstrap/model-development record; not a raw registered transaction.
292,Maharashtra,Sangli,Sangli,Growth / Peripheral,Apartment,Semi-Furnished,900,2,2,12,17,4567,3637.39,3270000,2026-09-14,Housing.com Maharashtra property-rate benchmark,published_market_benchmark,https://housing.com/price-trends/property-rates-for-buy-in-maharashtra_india-P3mm15uxln8blpmn0,TRUE,Bootstrap/model-development record; not a raw registered transaction.
293,Maharashtra,Sangli,Sangli,Growth / Peripheral,Apartment,Fully Furnished,1350,3,3,12,19,4567,3845.16,5190000,2026-09-14,Housing.com Maharashtra property-rate benchmark,published_market_benchmark,https://housing.com/price-trends/property-rates-for-buy-in-maharashtra_india-P3mm15uxln8blpmn0,TRUE,Bootstrap/model-development record; not a raw registered transaction.
294,Maharashtra,Sangli,Sangli,Growth / Peripheral,Apartment,Fully Furnished,1800,4,4,12,11,4567,4071.58,7330000,2026-09-14,Housing.com Maharashtra property-rate benchmark,published_market_benchmark,https://housing.com/price-trends/property-rates-for-buy-in-maharashtra_india-P3mm15uxln8blpmn0,TRUE,Bootstrap/model-development record; not a raw registered transaction.
295,Maharashtra,Sangli,Sangli,Growth / Peripheral,Independent House,Semi-Furnished,1100,2,2,10,2,4567,3551.96,3910000,2026-09-14,Housing.com Maharashtra property-rate benchmark,published_market_benchmark,https://housing.com/price-trends/property-rates-for-buy-in-maharashtra_india-P3mm15uxln8blpmn0,TRUE,Bootstrap/model-development record; not a raw registered transaction.
296,Maharashtra,Sangli,Sangli,Growth / Peripheral,Independent House,Fully Furnished,1650,3,3,12,2,4567,3695.15,6100000,2026-09-14,Housing.com Maharashtra property-rate benchmark,published_market_benchmark,https://housing.com/price-trends/property-rates-for-buy-in-maharashtra_india-P3mm15uxln8blpmn0,TRUE,Bootstrap/model-development record; not a raw registered transaction.
297,Maharashtra,Sangli,Sangli,Growth / Peripheral,Independent House,Fully Furnished,2300,4,4,12,4,4567,4085.22,9400000,2026-09-14,Housing.com Maharashtra property-rate benchmark,published_market_benchmark,https://housing.com/price-trends/property-rates-for-buy-in-maharashtra_india-P3mm15uxln8blpmn0,TRUE,Bootstrap/model-development record; not a raw registered transaction.
298,Maharashtra,Sangli,Sangli,Growth / Peripheral,Villa,Semi-Furnished,2200,3,3,5,4,4567,4527.42,9960000,2026-09-14,Housing.com Maharashtra property-rate benchmark,published_market_benchmark,https://housing.com/price-trends/property-rates-for-buy-in-maharashtra_india-P3mm15uxln8blpmn0,TRUE,Bootstrap/model-development record; not a raw registered transaction.
299,Maharashtra,Sangli,Sangli,Growth / Peripheral,Villa,Fully Furnished,3000,4,4,5,1,4567,4969.07,14910000,2026-09-14,Housing.com Maharashtra property-rate benchmark,published_market_benchmark,https://housing.com/price-trends/property-rates-for-buy-in-maharashtra_india-P3mm15uxln8blpmn0,TRUE,Bootstrap/model-development record; not a raw registered transaction.
300,Maharashtra,Sangli,Sangli,Growth / Peripheral,Villa,Fully Furnished,4200,5,5,10,3,4567,5505.15,23120000,2026-09-14,Housing.com Maharashtra property-rate benchmark,published_market_benchmark,https://housing.com/price-trends/property-rates-for-buy-in-maharashtra_india-P3mm15uxln8blpmn0,TRUE,Bootstrap/model-development record; not a raw registered transaction.
301,Maharashtra,Kolhapur,Kolhapur,Core / Established,Apartment,Unfurnished,550,1,1,12,20,5018,5318.05,2920000,2026-09-14,Housing.com Maharashtra property-rate benchmark,published_market_benchmark,https://housing.com/price-trends/property-rates-for-buy-in-maharashtra_india-P3mm15uxln8blpmn0,TRUE,Bootstrap/model-development record; not a raw registered transaction.
302,Maharashtra,Kolhapur,Kolhapur,Core / Established,Apartment,Semi-Furnished,900,2,2,12,17,5018,5827.31,5240000,2026-09-14,Housing.com Maharashtra property-rate benchmark,published_market_benchmark,https://housing.com/price-trends/property-rates-for-buy-in-maharashtra_india-P3mm15uxln8blpmn0,TRUE,Bootstrap/model-development record; not a raw registered transaction.
303,Maharashtra,Kolhapur,Kolhapur,Core / Established,Apartment,Fully Furnished,1350,3,3,12,16,5018,6232.55,8410000,2026-09-14,Housing.com Maharashtra property-rate benchmark,published_market_benchmark,https://housing.com/price-trends/property-rates-for-buy-in-maharashtra_india-P3mm15uxln8blpmn0,TRUE,Bootstrap/model-development record; not a raw registered transaction.
304,Maharashtra,Kolhapur,Kolhapur,Core / Established,Apartment,Fully Furnished,1800,4,4,3,19,5018,7315.96,13170000,2026-09-14,Housing.com Maharashtra property-rate benchmark,published_market_benchmark,https://housing.com/price-trends/property-rates-for-buy-in-maharashtra_india-P3mm15uxln8blpmn0,TRUE,Bootstrap/model-development record; not a raw registered transaction.
305,Maharashtra,Kolhapur,Kolhapur,Core / Established,Independent House,Semi-Furnished,1100,2,2,7,5,5018,5684.65,6250000,2026-09-14,Housing.com Maharashtra property-rate benchmark,published_market_benchmark,https://housing.com/price-trends/property-rates-for-buy-in-maharashtra_india-P3mm15uxln8blpmn0,TRUE,Bootstrap/model-development record; not a raw registered transaction.
306,Maharashtra,Kolhapur,Kolhapur,Core / Established,Independent House,Fully Furnished,1650,3,3,7,1,5018,6093.61,10050000,2026-09-14,Housing.com Maharashtra property-rate benchmark,published_market_benchmark,https://housing.com/price-trends/property-rates-for-buy-in-maharashtra_india-P3mm15uxln8blpmn0,TRUE,Bootstrap/model-development record; not a raw registered transaction.
307,Maharashtra,Kolhapur,Kolhapur,Core / Established,Independent House,Fully Furnished,2300,4,4,12,2,5018,6525.57,15010000,2026-09-14,Housing.com Maharashtra property-rate benchmark,published_market_benchmark,https://housing.com/price-trends/property-rates-for-buy-in-maharashtra_india-P3mm15uxln8blpmn0,TRUE,Bootstrap/model-development record; not a raw registered transaction.
308,Maharashtra,Kolhapur,Kolhapur,Core / Established,Villa,Semi-Furnished,2200,3,3,2,3,5018,7678.92,16890000,2026-09-14,Housing.com Maharashtra property-rate benchmark,published_market_benchmark,https://housing.com/price-trends/property-rates-for-buy-in-maharashtra_india-P3mm15uxln8blpmn0,TRUE,Bootstrap/model-development record; not a raw registered transaction.
309,Maharashtra,Kolhapur,Kolhapur,Core / Established,Villa,Fully Furnished,3000,4,4,1,2,5018,8173.69,24520000,2026-09-14,Housing.com Maharashtra property-rate benchmark,published_market_benchmark,https://housing.com/price-trends/property-rates-for-buy-in-maharashtra_india-P3mm15uxln8blpmn0,TRUE,Bootstrap/model-development record; not a raw registered transaction.
310,Maharashtra,Kolhapur,Kolhapur,Core / Established,Villa,Fully Furnished,4200,5,5,10,1,5018,8217.78,34510000,2026-09-14,Housing.com Maharashtra property-rate benchmark,published_market_benchmark,https://housing.com/price-trends/property-rates-for-buy-in-maharashtra_india-P3mm15uxln8blpmn0,TRUE,Bootstrap/model-development record; not a raw registered transaction.
311,Maharashtra,Kolhapur,Kolhapur,Main Residential,Apartment,Unfurnished,550,1,1,5,15,5018,5017.31,2760000,2026-09-14,Housing.com Maharashtra property-rate benchmark,published_market_benchmark,https://housing.com/price-trends/property-rates-for-buy-in-maharashtra_india-P3mm15uxln8blpmn0,TRUE,Bootstrap/model-development record; not a raw registered transaction.
312,Maharashtra,Kolhapur,Kolhapur,Main Residential,Apartment,Semi-Furnished,900,2,2,15,20,5018,4586.48,4130000,2026-09-14,Housing.com Maharashtra property-rate benchmark,published_market_benchmark,https://housing.com/price-trends/property-rates-for-buy-in-maharashtra_india-P3mm15uxln8blpmn0,TRUE,Bootstrap/model-development record; not a raw registered transaction.
313,Maharashtra,Kolhapur,Kolhapur,Main Residential,Apartment,Fully Furnished,1350,3,3,12,15,5018,5109.27,6900000,2026-09-14,Housing.com Maharashtra property-rate benchmark,published_market_benchmark,https://housing.com/price-trends/property-rates-for-buy-in-maharashtra_india-P3mm15uxln8blpmn0,TRUE,Bootstrap/model-development record; not a raw registered transaction.
314,Maharashtra,Kolhapur,Kolhapur,Main Residential,Apartment,Fully Furnished,1800,4,4,7,2,5018,5302.54,9540000,2026-09-14,Housing.com Maharashtra property-rate benchmark,published_market_benchmark,https://housing.com/price-trends/property-rates-for-buy-in-maharashtra_india-P3mm15uxln8blpmn0,TRUE,Bootstrap/model-development record; not a raw registered transaction.
315,Maharashtra,Kolhapur,Kolhapur,Main Residential,Independent House,Semi-Furnished,1100,2,2,2,2,5018,5001.74,5500000,2026-09-14,Housing.com Maharashtra property-rate benchmark,published_market_benchmark,https://housing.com/price-trends/property-rates-for-buy-in-maharashtra_india-P3mm15uxln8blpmn0,TRUE,Bootstrap/model-development record; not a raw registered transaction.
316,Maharashtra,Kolhapur,Kolhapur,Main Residential,Independent House,Fully Furnished,1650,3,3,15,3,5018,4558.3,7520000,2026-09-14,Housing.com Maharashtra property-rate benchmark,published_market_benchmark,https://housing.com/price-trends/property-rates-for-buy-in-maharashtra_india-P3mm15uxln8blpmn0,TRUE,Bootstrap/model-development record; not a raw registered transaction.
317,Maharashtra,Kolhapur,Kolhapur,Main Residential,Independent House,Fully Furnished,2300,4,4,15,2,5018,5281.03,12150000,2026-09-14,Housing.com Maharashtra property-rate benchmark,published_market_benchmark,https://housing.com/price-trends/property-rates-for-buy-in-maharashtra_india-P3mm15uxln8blpmn0,TRUE,Bootstrap/model-development record; not a raw registered transaction.
318,Maharashtra,Kolhapur,Kolhapur,Main Residential,Villa,Semi-Furnished,2200,3,3,3,1,5018,6415.97,14120000,2026-09-14,Housing.com Maharashtra property-rate benchmark,published_market_benchmark,https://housing.com/price-trends/property-rates-for-buy-in-maharashtra_india-P3mm15uxln8blpmn0,TRUE,Bootstrap/model-development record; not a raw registered transaction.
319,Maharashtra,Kolhapur,Kolhapur,Main Residential,Villa,Fully Furnished,3000,4,4,2,3,5018,6896.91,20690000,2026-09-14,Housing.com Maharashtra property-rate benchmark,published_market_benchmark,https://housing.com/price-trends/property-rates-for-buy-in-maharashtra_india-P3mm15uxln8blpmn0,TRUE,Bootstrap/model-development record; not a raw registered transaction.
320,Maharashtra,Kolhapur,Kolhapur,Main Residential,Villa,Fully Furnished,4200,5,5,12,5,5018,6815.24,28620000,2026-09-14,Housing.com Maharashtra property-rate benchmark,published_market_benchmark,https://housing.com/price-trends/property-rates-for-buy-in-maharashtra_india-P3mm15uxln8blpmn0,TRUE,Bootstrap/model-development record; not a raw registered transaction.
321,Maharashtra,Kolhapur,Kolhapur,Growth / Peripheral,Apartment,Unfurnished,550,1,1,2,5,5018,4033.78,2220000,2026-09-14,Housing.com Maharashtra property-rate benchmark,published_market_benchmark,https://housing.com/price-trends/property-rates-for-buy-in-maharashtra_india-P3mm15uxln8blpmn0,TRUE,Bootstrap/model-development record; not a raw registered transaction.
322,Maharashtra,Kolhapur,Kolhapur,Growth / Peripheral,Apartment,Semi-Furnished,900,2,2,10,15,5018,4247.66,3820000,2026-09-14,Housing.com Maharashtra property-rate benchmark,published_market_benchmark,https://housing.com/price-trends/property-rates-for-buy-in-maharashtra_india-P3mm15uxln8blpmn0,TRUE,Bootstrap/model-development record; not a raw registered transaction.
323,Maharashtra,Kolhapur,Kolhapur,Growth / Peripheral,Apartment,Fully Furnished,1350,3,3,2,3,5018,4563.15,6160000,2026-09-14,Housing.com Maharashtra property-rate benchmark,published_market_benchmark,https://housing.com/price-trends/property-rates-for-buy-in-maharashtra_india-P3mm15uxln8blpmn0,TRUE,Bootstrap/model-development record; not a raw registered transaction.
324,Maharashtra,Kolhapur,Kolhapur,Growth / Peripheral,Apartment,Fully Furnished,1800,4,4,10,18,5018,4656.68,8380000,2026-09-14,Housing.com Maharashtra property-rate benchmark,published_market_benchmark,https://housing.com/price-trends/property-rates-for-buy-in-maharashtra_india-P3mm15uxln8blpmn0,TRUE,Bootstrap/model-development record; not a raw registered transaction.
325,Maharashtra,Kolhapur,Kolhapur,Growth / Peripheral,Independent House,Semi-Furnished,1100,2,2,12,4,5018,3748.08,4120000,2026-09-14,Housing.com Maharashtra property-rate benchmark,published_market_benchmark,https://housing.com/price-trends/property-rates-for-buy-in-maharashtra_india-P3mm15uxln8blpmn0,TRUE,Bootstrap/model-development record; not a raw registered transaction.
326,Maharashtra,Kolhapur,Kolhapur,Growth / Peripheral,Independent House,Fully Furnished,1650,3,3,1,3,5018,4819.92,7950000,2026-09-14,Housing.com Maharashtra property-rate benchmark,published_market_benchmark,https://housing.com/price-trends/property-rates-for-buy-in-maharashtra_india-P3mm15uxln8blpmn0,TRUE,Bootstrap/model-development record; not a raw registered transaction.
327,Maharashtra,Kolhapur,Kolhapur,Growth / Peripheral,Independent House,Fully Furnished,2300,4,4,7,5,5018,4633.33,10660000,2026-09-14,Housing.com Maharashtra property-rate benchmark,published_market_benchmark,https://housing.com/price-trends/property-rates-for-buy-in-maharashtra_india-P3mm15uxln8blpmn0,TRUE,Bootstrap/model-development record; not a raw registered transaction.
328,Maharashtra,Kolhapur,Kolhapur,Growth / Peripheral,Villa,Semi-Furnished,2200,3,3,2,2,5018,5441.41,11970000,2026-09-14,Housing.com Maharashtra property-rate benchmark,published_market_benchmark,https://housing.com/price-trends/property-rates-for-buy-in-maharashtra_india-P3mm15uxln8blpmn0,TRUE,Bootstrap/model-development record; not a raw registered transaction.
329,Maharashtra,Kolhapur,Kolhapur,Growth / Peripheral,Villa,Fully Furnished,3000,4,4,15,2,5018,4801.61,14400000,2026-09-14,Housing.com Maharashtra property-rate benchmark,published_market_benchmark,https://housing.com/price-trends/property-rates-for-buy-in-maharashtra_india-P3mm15uxln8blpmn0,TRUE,Bootstrap/model-development record; not a raw registered transaction.
330,Maharashtra,Kolhapur,Kolhapur,Growth / Peripheral,Villa,Fully Furnished,4200,5,5,3,3,5018,6230.26,26170000,2026-09-14,Housing.com Maharashtra property-rate benchmark,published_market_benchmark,https://housing.com/price-trends/property-rates-for-buy-in-maharashtra_india-P3mm15uxln8blpmn0,TRUE,Bootstrap/model-development record; not a raw registered transaction.
331,Maharashtra,Solapur,Solapur,Core / Established,Apartment,Unfurnished,550,1,1,15,2,6101,6046.34,3330000,2026-09-14,Housing.com Maharashtra property-rate benchmark,published_market_benchmark,https://housing.com/price-trends/property-rates-for-buy-in-maharashtra_india-P3mm15uxln8blpmn0,TRUE,Bootstrap/model-development record; not a raw registered transaction.
332,Maharashtra,Solapur,Solapur,Core / Established,Apartment,Semi-Furnished,900,2,2,12,14,6101,6869.0,6180000,2026-09-14,Housing.com Maharashtra property-rate benchmark,published_market_benchmark,https://housing.com/price-trends/property-rates-for-buy-in-maharashtra_india-P3mm15uxln8blpmn0,TRUE,Bootstrap/model-development record; not a raw registered transaction.
333,Maharashtra,Solapur,Solapur,Core / Established,Apartment,Fully Furnished,1350,3,3,2,14,6101,8480.47,11450000,2026-09-14,Housing.com Maharashtra property-rate benchmark,published_market_benchmark,https://housing.com/price-trends/property-rates-for-buy-in-maharashtra_india-P3mm15uxln8blpmn0,TRUE,Bootstrap/model-development record; not a raw registered transaction.
334,Maharashtra,Solapur,Solapur,Core / Established,Apartment,Fully Furnished,1800,4,4,5,10,6101,8147.44,14670000,2026-09-14,Housing.com Maharashtra property-rate benchmark,published_market_benchmark,https://housing.com/price-trends/property-rates-for-buy-in-maharashtra_india-P3mm15uxln8blpmn0,TRUE,Bootstrap/model-development record; not a raw registered transaction.
335,Maharashtra,Solapur,Solapur,Core / Established,Independent House,Semi-Furnished,1100,2,2,12,5,6101,6688.07,7360000,2026-09-14,Housing.com Maharashtra property-rate benchmark,published_market_benchmark,https://housing.com/price-trends/property-rates-for-buy-in-maharashtra_india-P3mm15uxln8blpmn0,TRUE,Bootstrap/model-development record; not a raw registered transaction.
336,Maharashtra,Solapur,Solapur,Core / Established,Independent House,Fully Furnished,1650,3,3,3,3,6101,7624.02,12580000,2026-09-14,Housing.com Maharashtra property-rate benchmark,published_market_benchmark,https://housing.com/price-trends/property-rates-for-buy-in-maharashtra_india-P3mm15uxln8blpmn0,TRUE,Bootstrap/model-development record; not a raw registered transaction.
337,Maharashtra,Solapur,Solapur,Core / Established,Independent House,Fully Furnished,2300,4,4,1,3,6101,8889.61,20450000,2026-09-14,Housing.com Maharashtra property-rate benchmark,published_market_benchmark,https://housing.com/price-trends/property-rates-for-buy-in-maharashtra_india-P3mm15uxln8blpmn0,TRUE,Bootstrap/model-development record; not a raw registered transaction.
338,Maharashtra,Solapur,Solapur,Core / Established,Villa,Semi-Furnished,2200,3,3,5,5,6101,8974.41,19740000,2026-09-14,Housing.com Maharashtra property-rate benchmark,published_market_benchmark,https://housing.com/price-trends/property-rates-for-buy-in-maharashtra_india-P3mm15uxln8blpmn0,TRUE,Bootstrap/model-development record; not a raw registered transaction.
339,Maharashtra,Solapur,Solapur,Core / Established,Villa,Fully Furnished,3000,4,4,5,2,6101,9612.19,28840000,2026-09-14,Housing.com Maharashtra property-rate benchmark,published_market_benchmark,https://housing.com/price-trends/property-rates-for-buy-in-maharashtra_india-P3mm15uxln8blpmn0,TRUE,Bootstrap/model-development record; not a raw registered transaction.
340,Maharashtra,Solapur,Solapur,Core / Established,Villa,Fully Furnished,4200,5,5,1,1,6101,11356.34,47700000,2026-09-14,Housing.com Maharashtra property-rate benchmark,published_market_benchmark,https://housing.com/price-trends/property-rates-for-buy-in-maharashtra_india-P3mm15uxln8blpmn0,TRUE,Bootstrap/model-development record; not a raw registered transaction.
341,Maharashtra,Solapur,Solapur,Main Residential,Apartment,Unfurnished,550,1,1,5,14,6101,6194.3,3410000,2026-09-14,Housing.com Maharashtra property-rate benchmark,published_market_benchmark,https://housing.com/price-trends/property-rates-for-buy-in-maharashtra_india-P3mm15uxln8blpmn0,TRUE,Bootstrap/model-development record; not a raw registered transaction.
342,Maharashtra,Solapur,Solapur,Main Residential,Apartment,Semi-Furnished,900,2,2,10,2,6101,5916.06,5320000,2026-09-14,Housing.com Maharashtra property-rate benchmark,published_market_benchmark,https://housing.com/price-trends/property-rates-for-buy-in-maharashtra_india-P3mm15uxln8blpmn0,TRUE,Bootstrap/model-development record; not a raw registered transaction.
343,Maharashtra,Solapur,Solapur,Main Residential,Apartment,Fully Furnished,1350,3,3,5,16,6101,6800.61,9180000,2026-09-14,Housing.com Maharashtra property-rate benchmark,published_market_benchmark,https://housing.com/price-trends/property-rates-for-buy-in-maharashtra_india-P3mm15uxln8blpmn0,TRUE,Bootstrap/model-development record; not a raw registered transaction.
344,Maharashtra,Solapur,Solapur,Main Residential,Apartment,Fully Furnished,1800,4,4,5,16,6101,7290.47,13120000,2026-09-14,Housing.com Maharashtra property-rate benchmark,published_market_benchmark,https://housing.com/price-trends/property-rates-for-buy-in-maharashtra_india-P3mm15uxln8blpmn0,TRUE,Bootstrap/model-development record; not a raw registered transaction.
345,Maharashtra,Solapur,Solapur,Main Residential,Independent House,Semi-Furnished,1100,2,2,2,5,6101,6555.69,7210000,2026-09-14,Housing.com Maharashtra property-rate benchmark,published_market_benchmark,https://housing.com/price-trends/property-rates-for-buy-in-maharashtra_india-P3mm15uxln8blpmn0,TRUE,Bootstrap/model-development record; not a raw registered transaction.
346,Maharashtra,Solapur,Solapur,Main Residential,Independent House,Fully Furnished,1650,3,3,1,2,6101,7145.96,11790000,2026-09-14,Housing.com Maharashtra property-rate benchmark,published_market_benchmark,https://housing.com/price-trends/property-rates-for-buy-in-maharashtra_india-P3mm15uxln8blpmn0,TRUE,Bootstrap/model-development record; not a raw registered transaction.
347,Maharashtra,Solapur,Solapur,Main Residential,Independent House,Fully Furnished,2300,4,4,7,3,6101,6885.91,15840000,2026-09-14,Housing.com Maharashtra property-rate benchmark,published_market_benchmark,https://housing.com/price-trends/property-rates-for-buy-in-maharashtra_india-P3mm15uxln8blpmn0,TRUE,Bootstrap/model-development record; not a raw registered transaction.
348,Maharashtra,Solapur,Solapur,Main Residential,Villa,Semi-Furnished,2200,3,3,3,5,6101,7745.31,17040000,2026-09-14,Housing.com Maharashtra property-rate benchmark,published_market_benchmark,https://housing.com/price-trends/property-rates-for-buy-in-maharashtra_india-P3mm15uxln8blpmn0,TRUE,Bootstrap/model-development record; not a raw registered transaction.
349,Maharashtra,Solapur,Solapur,Main Residential,Villa,Fully Furnished,3000,4,4,5,3,6101,8369.68,25110000,2026-09-14,Housing.com Maharashtra property-rate benchmark,published_market_benchmark,https://housing.com/price-trends/property-rates-for-buy-in-maharashtra_india-P3mm15uxln8blpmn0,TRUE,Bootstrap/model-development record; not a raw registered transaction.
350,Maharashtra,Solapur,Solapur,Main Residential,Villa,Fully Furnished,4200,5,5,5,4,6101,8758.51,36790000,2026-09-14,Housing.com Maharashtra property-rate benchmark,published_market_benchmark,https://housing.com/price-trends/property-rates-for-buy-in-maharashtra_india-P3mm15uxln8blpmn0,TRUE,Bootstrap/model-development record; not a raw registered transaction.
351,Maharashtra,Solapur,Solapur,Growth / Peripheral,Apartment,Unfurnished,550,1,1,5,19,6101,4884.98,2690000,2026-09-14,Housing.com Maharashtra property-rate benchmark,published_market_benchmark,https://housing.com/price-trends/property-rates-for-buy-in-maharashtra_india-P3mm15uxln8blpmn0,TRUE,Bootstrap/model-development record; not a raw registered transaction.
352,Maharashtra,Solapur,Solapur,Growth / Peripheral,Apartment,Semi-Furnished,900,2,2,10,18,6101,4976.35,4480000,2026-09-14,Housing.com Maharashtra property-rate benchmark,published_market_benchmark,https://housing.com/price-trends/property-rates-for-buy-in-maharashtra_india-P3mm15uxln8blpmn0,TRUE,Bootstrap/model-development record; not a raw registered transaction.
353,Maharashtra,Solapur,Solapur,Growth / Peripheral,Apartment,Fully Furnished,1350,3,3,1,12,6101,5937.99,8020000,2026-09-14,Housing.com Maharashtra property-rate benchmark,published_market_benchmark,https://housing.com/price-trends/property-rates-for-buy-in-maharashtra_india-P3mm15uxln8blpmn0,TRUE,Bootstrap/model-development record; not a raw registered transaction.
354,Maharashtra,Solapur,Solapur,Growth / Peripheral,Apartment,Fully Furnished,1800,4,4,1,3,6101,6136.93,11050000,2026-09-14,Housing.com Maharashtra property-rate benchmark,published_market_benchmark,https://housing.com/price-trends/property-rates-for-buy-in-maharashtra_india-P3mm15uxln8blpmn0,TRUE,Bootstrap/model-development record; not a raw registered transaction.
355,Maharashtra,Solapur,Solapur,Growth / Peripheral,Independent House,Semi-Furnished,1100,2,2,1,4,6101,5578.14,6140000,2026-09-14,Housing.com Maharashtra property-rate benchmark,published_market_benchmark,https://housing.com/price-trends/property-rates-for-buy-in-maharashtra_india-P3mm15uxln8blpmn0,TRUE,Bootstrap/model-development record; not a raw registered transaction.
356,Maharashtra,Solapur,Solapur,Growth / Peripheral,Independent House,Fully Furnished,1650,3,3,15,5,6101,4836.62,7980000,2026-09-14,Housing.com Maharashtra property-rate benchmark,published_market_benchmark,https://housing.com/price-trends/property-rates-for-buy-in-maharashtra_india-P3mm15uxln8blpmn0,TRUE,Bootstrap/model-development record; not a raw registered transaction.
357,Maharashtra,Solapur,Solapur,Growth / Peripheral,Independent House,Fully Furnished,2300,4,4,1,3,6101,6203.79,14270000,2026-09-14,Housing.com Maharashtra property-rate benchmark,published_market_benchmark,https://housing.com/price-trends/property-rates-for-buy-in-maharashtra_india-P3mm15uxln8blpmn0,TRUE,Bootstrap/model-development record; not a raw registered transaction.
358,Maharashtra,Solapur,Solapur,Growth / Peripheral,Villa,Semi-Furnished,2200,3,3,15,3,6101,5675.43,12490000,2026-09-14,Housing.com Maharashtra property-rate benchmark,published_market_benchmark,https://housing.com/price-trends/property-rates-for-buy-in-maharashtra_india-P3mm15uxln8blpmn0,TRUE,Bootstrap/model-development record; not a raw registered transaction.
359,Maharashtra,Solapur,Solapur,Growth / Peripheral,Villa,Fully Furnished,3000,4,4,3,1,6101,6919.35,20760000,2026-09-14,Housing.com Maharashtra property-rate benchmark,published_market_benchmark,https://housing.com/price-trends/property-rates-for-buy-in-maharashtra_india-P3mm15uxln8blpmn0,TRUE,Bootstrap/model-development record; not a raw registered transaction.
360,Maharashtra,Solapur,Solapur,Growth / Peripheral,Villa,Fully Furnished,4200,5,5,5,3,6101,7766.89,32620000,2026-09-14,Housing.com Maharashtra property-rate benchmark,published_market_benchmark,https://housing.com/price-trends/property-rates-for-buy-in-maharashtra_india-P3mm15uxln8blpmn0,TRUE,Bootstrap/model-development record; not a raw registered transaction.
361,Maharashtra,Nashik,Nashik,Core / Established,Apartment,Unfurnished,550,1,1,1,15,4878,5981.52,3290000,2026-09-14,Housing.com Maharashtra property-rate benchmark,published_market_benchmark,https://housing.com/price-trends/property-rates-for-buy-in-maharashtra_india-P3mm15uxln8blpmn0,TRUE,Bootstrap/model-development record; not a raw registered transaction.
